story_num,story_title,episode_title,director,writer,orig_uk_airdate,production_code,uk_viewers_millions,ai
271,The Pyramid at the End of the World,,Daniel Nettheim,Peter Harness and Steven Moffat,2017-05-27,,5.79,82
272,The Lie of the Land,,Wayne Yip,Toby Whithouse,2017-06-03,,4.82,82
273,Empress of Mars,,Wayne Yip,Mark Gatiss,2017-06-10,,5.02,83
274,The Eaters of Light,,Charles Palmer,Rona Munro,2017-06-17,,4.73,81
275a,World Enough and Time,,Rachel Talalay,Steven Moffat,2017-06-24,,5.00,85
275b,The Doctor Falls,,Rachel Talalay,Steven Moffat,2017-07-01,,5.30,83
276,Twice Upon a Time,,Rachel Talalay,Steven Moffat,2017-12-25,,7.92,81
277,The Woman Who Fell to Earth,,Jamie Childs,Chris Chibnall,2018-10-07,,10.96,83
278,The Ghost Monument,,Mark Tonderai,Chris Chibnall,2018-10-14,,9.00,82
279,Rosa,,Mark Tonderai,Malorie Blackman and Chris Chibnall,2018-10-21,,8.41,83
280,Arachnids in the UK,,Sallie Aprahamian,Chris Chibnall,2018-10-28,,8.22,83
281,The Tsuranga Conundrum,,Jennifer Perrott,Chris Chibnall,2018-11-04,,7.76,79
282,Demons of the Punjab,,Jamie Childs,Vinay Patel,2018-11-11,,7.48,80
283,Kerblam!,,Jennifer Perrott,Pete McTighe,2018-11-18,,7.46,81
284,The Witchfinders,,Sallie Aprahamian,Joy Wilkinson,2018-11-25,,7.21,81
285,It Takes You Away,,Jamie Childs,Ed Hime,2018-12-02,,6.42,80
286,The Battle of Ranskoor Av Kolos,,Jamie Childs,Chris Chibnall,2018-12-09,,6.65,79
287,Resolution,,Wayne Yip,Chris Chibnall,2019-01-01,,7.13,80
,"Spyfall, Part 1",,Jamie Magnus Stone,Chris Chibnall,2020-01-01,,6.89,82
,"Spyfall, Part 2",,Lee Haven Jones,Chris Chibnall,2020-01-05,,6.07,82
,Orphan 55,,Lee Haven Jones,Ed Hime,2020-01-12,,5.38,77
,Nikola Tesla's Night of Terror,,Nida Manzoor,Nina Metivier,2020-01-19,,5.20,79
,Fugitive of the Judoon,,Nida Manzoor,Vinay Patel and Chris Chibnall,2020-01-26,,5.57,83
,Praxeus,,Jamie Magnus Stone,Pete McTighe and Chris Chibnall,2020-02-02,,5.22,78
,Can You Hear Me?,,Emma Sullivan,Charlene James and Chris Chibnall,2020-02-09,,4.90,78
,The Haunting of Villa Diodati,,Emma Sullivan,Maxine Alderton,2020-02-16,,5.07,80
,Ascension of the Cybermen,,Jamie Magnus Stone,Chris Chibnall,2020-02-23,,4.99,81
,The Timeless Children,,Jamie Magnus Stone,Chris Chibnall,2020-03-01,,4.69,82
,Revolution of the Daleks,,Lee Haven Jones,Chris Chibnall,2021-01-01,,6.35,79
